Profile Data:
Time                    	P                      	T    	Hu                 	Ws   	Wd          	Geopot	Dewp.	Virt. Temp 	Rs   	D
[sec]                   	[hPa]                  	[?C] 	[%]                	[m/s]	[?]         	[m]   	[?C] 	[?C]       	[m/s]	[kg/m3]
532                     	786.4                  	-5.3 	54                 	4.5  	109         	3092  	-13.0	-5.0       	4.5  	1.022993
534                     	785.5                  	-5.4 	54                 	4.5  	109         	3101  	-13.1	-5.1       	4.5  	1.022116
536                     	784.6                  	-5.4 	54                 	4.5  	108         	3111  	-13.1	-5.2       	4.5  	1.021197
538                     	783.7                  	-5.5 	54                 	4.5  	107         	3120  	-13.2	-5.2       	4.7  	1.020279
540                     	782.7                  	-5.6 	55                 	4.5  	107         	3130  	-13.2	-5.3       	4.8  	1.019361
542                     	781.8                  	-5.7 	55                 	4.5  	106         	3139  	-13.3	-5.4       	4.8  	1.018409
544                     	780.8                  	-5.8 	55                 	4.5  	105         	3149  	-13.4	-5.5       	4.8  	1.017457
546                     	779.8                  	-5.8 	54                 	4.5  	105         	3159  	-13.5	-5.5       	4.8  	1.016436
548                     	778.9                  	-5.9 	54                 	4.5  	104         	3168  	-13.6	-5.6       	4.8  	1.015386
550                     	777.9                  	-5.9 	54                 	4.6  	103         	3178  	-13.7	-5.7       	4.8  	1.014337
552                     	777.0                  	-6.0 	54                 	4.4  	103         	3188  	-13.8	-5.7       	4.8  	1.013290
554                     	776.0                  	-6.0 	54                 	4.2  	103         	3197  	-13.9	-5.8       	4.8  	1.012242
556                     	775.0                  	-6.1 	53                 	4.0  	103         	3207  	-14.0	-5.8       	4.8  	1.011196
558                     	774.1                  	-6.1 	53                 	3.8  	103         	3216  	-14.2	-5.9       	4.8  	1.010151
560                     	773.1                  	-6.2 	52                 	3.6  	102         	3226  	-14.5	-5.9       	4.8  	1.009104
562                     	772.2                  	-6.2 	51                 	3.4  	102         	3236  	-14.7	-6.0       	4.8  	1.008059
564                     	771.2                  	-6.3 	50                 	3.2  	102         	3245  	-14.9	-6.1       	4.8  	1.007014
566                     	770.2                  	-6.4 	49                 	3.0  	101         	3255  	-15.2	-6.1       	4.8  	1.005871
568                     	769.2                  	-6.4 	48                 	2.8  	101         	3265  	-15.4	-6.2       	5.1  	1.004728
570                     	768.1                  	-6.5 	48                 	2.6  	100         	3277  	-15.6	-6.2       	5.7  	1.003587
572                     	767.0                  	-6.5 	48                 	2.5  	097         	3288  	-15.6	-6.3       	5.7  	1.002384
574                     	765.9                  	-6.7 	48                 	2.4  	093         	3300  	-15.8	-6.4       	5.7  	1.001385
576                     	764.8                  	-6.8 	48                 	2.3  	090         	3311  	-15.9	-6.5       	5.7  	1.000386
578                     	763.7                  	-6.9 	48                 	2.3  	085         	3323  	-16.0	-6.7       	5.7  	0.999388
580                     	762.5                  	-7.0 	48                 	2.2  	080         	3334  	-16.1	-6.8       	5.7  	0.998390
582                     	761.4                  	-7.2 	48                 	2.1  	075         	3345  	-16.2	-6.9       	5.7  	0.997394
584                     	760.3                  	-7.3 	49                 	2.0  	069         	3357  	-16.2	-7.1       	5.7  	0.996397
586                     	759.2                  	-7.4 	50                 	1.9  	063         	3368  	-16.1	-7.2       	5.7  	0.995403
588                     	758.1                  	-7.5 	50                 	1.8  	057         	3380  	-16.0	-7.3       	5.7  	0.994411
590                     	756.9                  	-7.7 	51                 	1.8  	050         	3391  	-15.9	-7.4       	5.7  	0.993417
592                     	755.8                  	-7.8 	52                 	2.0  	049         	3403  	-15.9	-7.5       	5.7  	0.992425
594                     	754.7                  	-7.9 	53                 	2.2  	048         	3414  	-15.8	-7.7       	5.7  	0.991434
596                     	753.7                  	-8.0 	54                 	2.4  	048         	3426  	-15.7	-7.8       	5.7  	0.990544
598                     	752.7                  	-8.2 	54                 	2.6  	047         	3436  	-15.8	-7.9       	5.4  	0.989655
600                     	751.6                  	-8.3 	54                 	2.8  	047         	3446  	-15.9	-8.0       	4.9  	0.988733
602                     	750.7                  	-8.4 	54                 	3.1  	046         	3456  	-15.9	-8.2       	4.9  	0.987915
604                     	749.7                  	-8.5 	54                 	3.3  	046         	3466  	-16.0	-8.3       	4.9  	0.987098
606                     	748.8                  	-8.6 	55                 	3.5  	046         	3476  	-16.1	-8.4       	4.9  	0.986282
608                     	747.8                  	-8.7 	55                 	3.7  	045         	3485  	-16.1	-8.5       	4.9  	0.985465
610                     	746.9                  	-8.9 	55                 	3.9  	045         	3495  	-16.2	-8.6       	4.9  	0.984649
612                     	746.0                  	-9.0 	55                 	3.9  	045         	3505  	-16.2	-8.7       	4.9  	0.983823
614                     	745.0                  	-9.0 	55                 	3.9  	045         	3515  	-16.3	-8.8       	4.9  	0.982900
616                     	744.1                  	-9.1 	56                 	3.9  	044         	3524  	-16.3	-8.9       	4.9  	0.981978
618                     	743.1                  	-9.2 	56                 	3.9  	044         	3534  	-16.4	-9.0       	4.9  	0.981056
620                     	742.2                  	-9.3 	56                 	3.9  	044         	3544  	-16.4	-9.1       	4.9  	0.980135
622                     	741.3                  	-9.4 	56                 	3.9  	043         	3554  	-16.4	-9.2       	4.9  	0.979214
624                     	740.3                  	-9.5 	56                 	3.9  	043         	3564  	-16.6	-9.3       	4.9  	0.978294
626                     	739.4                  	-9.6 	55                 	3.9  	043         	3573  	-16.8	-9.3       	4.9  	0.977371
628                     	738.4                  	-9.6 	55                 	3.9  	043         	3583  	-17.0	-9.4       	4.9  	0.976445
630                     	737.5                  	-9.7 	54                 	3.9  	042         	3593  	-17.2	-9.5       	4.9  	0.975519
632                     	736.6                  	-9.8 	54                 	3.7  	042         	3603  	-17.4	-9.6       	5.0  	0.974570
634                     	735.6                  	-9.9 	53                 	3.4  	041         	3613  	-17.6	-9.7       	5.0  	0.973623
636                     	734.7                  	-10.0	53                 	3.2  	040         	3623  	-17.8	-9.8       	5.0  	0.972677
638                     	733.7                  	-10.1	52                 	3.0  	040         	3633  	-17.2	-9.9       	5.0  	0.971728
640                     	732.8                  	-10.1	51                 	2.8  	039         	3643  	-17.4	-10.0      	5.0  	0.970742
642                     	731.8                  	-10.2	51                 	2.6  	037         	3653  	-17.6	-10.0      	5.0  	0.969722
644                     	730.9                  	-10.3	50                 	2.4  	036         	3663  	-17.8	-10.1      	5.0  	0.968703
646                     	729.9                  	-10.3	50                 	2.2  	034         	3673  	-18.0	-10.2      	5.0  	0.967684
648                     	729.0                  	-10.4	49                 	2.0  	033         	3683  	-18.1	-10.2      	5.0  	0.966667
650                     	728.0                  	-10.5	49                 	1.8  	030         	3693  	-18.3	-10.3      	5.0  	0.965650
652                     	727.1                  	-10.5	48                 	1.8  	026         	3703  	-18.6	-10.4      	5.0  	0.964634
654                     	726.1                  	-10.6	47                 	1.8  	022         	3713  	-18.8	-10.4      	5.0  	0.963553
656                     	725.2                  	-10.6	46                 	1.8  	019         	3723  	-19.1	-10.5      	5.0  	0.962456
658                     	724.2                  	-10.7	45                 	1.8  	015         	3732  	-19.3	-10.5      	5.0  	0.961360
660                     	723.3                  	-10.7	44                 	1.8  	011         	3743  	-19.6	-10.6      	5.1  	0.960266
662                     	722.2                  	-10.7	43                 	1.8  	007         	3755  	-19.8	-10.6      	5.9  	0.958945
